,molecular_weight,logp,h_bond_donors,h_bond_acceptors,rotatable_bonds,polar_surface_area,compound_clogp,protein_length,protein_pi,hydrophobicity,binding_site_size,mw_ratio,logp_pi_interaction,active
0,499.67141530112326,2.487232587538428,1.0,7.0,4.0,113.35081706662132,4.050695616519293,678.0,6.019657217105079,0.81253403121251,12.512165404542444,0.7369784886447246,14.972287596194638,0.0
1,436.1735698828815,3.2832219939267238,3.0,4.0,4.0,71.9811318524487,3.704408407970221,876.0,6.447407819905116,0.6514165159382422,11.538420295659154,0.4979150341128784,21.168271158127624,0.0
2,514.7688538100692,3.4794799846631013,2.0,11.0,11.0,83.93630678437236,1.869610464570529,658.0,3.925836507088183,0.6334672280670426,13.15570181468846,0.7823234860335398,9.074061192600269,0.0
3,602.3029856408025,3.03805770554144,0.0,5.0,5.0,79.86812509044209,2.4519091990542217,312.0,7.597055601179965,0.5130382534887084,12.071822442394431,1.9304582873102645,23.08029330859155,0.0
4,426.5846625276664,0.6595779995693216,2.0,4.0,5.0,88.1986764351942,1.771935995309609,1418.0,4.249453713432249,0.61357131201758,15.85044759917829,0.3008354460702866,2.802846179568068,0.0
5,426.586304305082,3.819940561059408,2.0,1.0,5.0,77.31638833925976,2.111838675924984,1243.0,4.613012571023201,0.645324710135914,18.65263730225036,0.34319091255437,17.621433828728467,0.0
6,607.9212815507392,3.5018082130433363,1.0,11.0,4.0,80.24229176786437,3.5801511722182644,657.0,5.282395058850025,0.6527199374182909,15.6120280541127,0.9252987542629212,18.497934401620554,0.0
7,526.7434729152909,2.274367053397714,0.0,3.0,5.0,124.78780872847337,2.783815219142318,839.0,6.382959255477441,0.4987176007064832,12.237889980939988,0.6278229712935529,14.517192233837893,0.0
8,403.0525614065048,4.488868502648607,0.0,2.0,5.0,93.11870041158797,4.035317792869435,1308.0,4.552729573785369,0.6171409545606291,17.56613124307788,0.3081441600967162,20.43660438484196,0.0
9,504.2560043585965,4.906355206439837,1.0,7.0,6.0,89.56669970530447,0.9031602073006952,775.0,5.227529319122204,0.5491065654238814,15.890644488299126,0.6506529088498019,25.648115691692123,1.0
10,403.65823071875377,1.088660203446539,0.0,5.0,9.0,100.5444301509312,3.13120086687609,1497.0,7.878734050771453,0.7440229305838849,16.48447806213534,0.2696447766992343,8.577264214614022,0.0
11,403.4270246429743,2.3559128321506786,2.0,1.0,3.0,52.02952152014548,3.7974196514360816,999.0,6.36516757636949,0.5640827642123517,13.441896866752913,0.4038308554984727,14.995779971958315,0.0
12,474.1962271566034,2.3462864753190527,1.0,6.0,8.0,105.44016211554693,2.9216805147734366,602.0,7.0202563744376745,0.645324710135914,18.40012971695548,0.7877013740142914,16.47153258461548,0.0
13,258.6719755342202,2.090145348336703,3.0,4.0,3.0,87.57158416962508,1.1644801545411256,452.0,5.016508658900307,0.6782126525954608,18.384797094536864,0.5722831317128766,10.48523223829127,0.0
14,277.5082167486967,4.744212262897623,1.0,9.0,8.0,64.57342187877833,1.5400044007637863,1157.0,6.435396770531325,0.6046284422496075,14.447798566024684,0.2398515270083809,30.530888275366472,1.0
15,393.7712470759028,3.4794799846631013,1.0,4.0,6.0,77.59387080990827,3.890245848792604,861.0,6.336960072426358,0.8859452622486325,17.155355539808774,0.4573417503785165,20.336957499898517,0.0
16,348.71688796655764,3.103227738034084,6.0,9.0,9.0,93.32902310123596,2.1604472779168766,868.0,5.545675434912333,0.7430515157279423,18.304467456215004,0.4017475667817484,17.209493835754184,0.0
17,481.4247332595274,0.4942064533898698,3.0,5.0,7.0,82.15488194366246,1.864561583898458,927.0,6.438707475058569,0.6517206578314219,13.603883321734438,0.5193362818333629,3.182050785663539,0.0
18,359.1975924478789,4.45312704531384,1.0,2.0,5.0,107.15411656722634,2.3934171548930943,1483.0,4.229449648612499,0.6868101385447005,14.756284057095586,0.2422101095400397,18.834276617029435,1.0
19,308.76962986647084,1.6411124077197912,1.0,8.0,2.0,61.21224207863009,2.4961079278626577,811.0,7.026330493203358,0.4144576812364414,15.23937407160722,0.380727040525858,11.53099815313595,0.0
20,596.5648768921554,3.5898989453994923,4.0,2.0,4.0,51.8733085907669,4.223444283652022,1345.0,6.020608738936229,0.7731725173710496,11.706539525262606,0.4435426593993721,21.613376962570136,0.0
21,427.4223699513464,3.916065406937288,3.0,7.0,4.0,60.94929839326915,0.7057984629333647,1178.0,6.191336729811827,0.701189666976717,16.324987534663222,0.362837325934929,24.245679590316325,0.0
22,456.7528204687924,5.540987893757976,0.0,9.0,2.0,69.75827334192277,3.490996440989167,878.0,7.52211896254014,0.6426842177072578,18.06756844679822,0.5202196132901963,41.67997010684223,1.0
23,307.52518137865434,1.5367694013213318,0.0,3.0,5.0,83.35429523318956,4.552863037090133,768.0,7.018440172949611,0.7065849682754421,14.568341951346456,0.4004234132534561,10.785724102793358,0.0
24,395.5617275474817,-1.029268233731238,3.0,3.0,8.0,71.71368868351821,3.9343916699932375,742.0,6.117992973126666,0.7187849243842807,16.019550163056802,0.5331020586893285,-6.297055821430209,0.0
